"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"10-2011";"k$";"37,9";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"11-2011";"k$";"45,4";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"12-2011";"k$";"31";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"01-2012";"k$";"22,2";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"02-2012";"k$";"39,4";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"03-2012";"k$";"17";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"04-2012";"k$";"37,4";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"05-2012";"k$";"38,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"06-2012";"k$";"29,4";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"07-2012";"k$";"42,3";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"08-2012";"k$";"69,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"09-2012";"k$";"49,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"10-2012";"k$";"93,4";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"11-2012";"k$";"121,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"12-2012";"k$";"88,5";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"01-2013";"k$";"84";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"02-2013";"k$";"75,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"03-2013";"k$";"46,4";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"04-2013";"k$";"60,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"05-2013";"k$";"55,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"06-2013";"k$";"98,5";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"07-2013";"k$";"100";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"08-2013";"k$";"88";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"09-2013";"k$";"215,5";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"10-2013";"k$";"98,2";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"11-2013";"k$";"69,5";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"12-2013";"k$";"49,9";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"01-2014";"k$";"56,2";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"02-2014";"k$";"41,9";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"03-2014";"k$";"34,5";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"04-2014";"k$";"46,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"05-2014";"k$";"52,3";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"06-2014";"k$";"50,5";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"07-2014";"k$";"57,3";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"08-2014";"k$";"65";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"09-2014";"k$";"55,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"10-2014";"k$";"48,1";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"11-2014";"k$";"47,6";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"12-2014";"k$";"30,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"01-2015";"k$";"33,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"02-2015";"k$";"30,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"03-2015";"k$";"46,5";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"04-2015";"k$";"38,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"05-2015";"k$";"49,6";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"06-2015";"k$";"40,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"07-2015";"k$";"59,3";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"08-2015";"k$";"80,4";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"09-2015";"k$";"88,2";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"10-2015";"k$";"69";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"11-2015";"k$";"54,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"12-2015";"k$";"56,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"01-2016";"k$";"57,3";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"02-2016";"k$";"65,1";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"03-2016";"k$";"61,1";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"04-2016";"k$";"60,9";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"05-2016";"k$";"54,6";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"06-2016";"k$";"53,6";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"07-2016";"k$";"122,1";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"08-2016";"k$";"91,3";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"09-2016";"k$";"111,3";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"10-2016";"k$";"85,2";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"11-2016";"k$";"69";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"12-2016";"k$";"55,3";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"01-2017";"k$";"61,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"02-2017";"k$";"70,5";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"03-2017";"k$";"72,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"04-2017";"k$";"53,6";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"05-2017";"k$";"57,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"06-2017";"k$";"99,3";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"07-2017";"k$";"95,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"08-2017";"k$";"100,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"09-2017";"k$";"109,1";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"10-2017";"k$";"113,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"11-2017";"k$";"103,5";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"12-2017";"k$";"85,8";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"01-2018";"k$";"105,7";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"02-2018";"k$";"65,2";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"03-2018";"k$";"112,9";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"04-2018";"k$";"85,6";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"05-2018";"k$";"75";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"06-2018";"k$";"61,1";""
"Frais de mise en marché du lait ";"Pénalité de qualité";"Québec";"07-2018";"k$";"128,4";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2008";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2009";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2010";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2011";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2012";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2013";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2013";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2013";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2013";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2013";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2013";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2013";"k$";"";"..."
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2013";"k$";"705";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2013";"k$";"547,7";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2013";"k$";"441,6";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2013";"k$";"640,7";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2013";"k$";"560,4";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2014";"k$";"492,5";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2014";"k$";"570,9";""
