"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2014";"k$";"504,7";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2014";"k$";"392";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2014";"k$";"463,3";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2014";"k$";"351,9";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2014";"k$";"309,8";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2014";"k$";"286,6";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2014";"k$";"254";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2014";"k$";"241,5";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2014";"k$";"211,2";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2014";"k$";"204,7";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2015";"k$";"192,9";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2015";"k$";"159,2";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2015";"k$";"166,2";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2015";"k$";"161,4";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2015";"k$";"158";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2015";"k$";"150,8";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2015";"k$";"148,3";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2015";"k$";"138,1";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2015";"k$";"120,8";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2015";"k$";"120,2";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2015";"k$";"110,1";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2015";"k$";"106,1";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2016";"k$";"105,8";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2016";"k$";"94,6";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2016";"k$";"99,2";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2016";"k$";"95,8";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2016";"k$";"95,9";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2016";"k$";"97,1";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2016";"k$";"91,5";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2016";"k$";"95,7";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2016";"k$";"87,5";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2016";"k$";"83,4";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2016";"k$";"80,1";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2016";"k$";"80,2";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2017";"k$";"79,2";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2017";"k$";"69,8";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2017";"k$";"78,7";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2017";"k$";"77,1";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2017";"k$";"82";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2017";"k$";"74,6";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2017";"k$";"76,7";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"08-2017";"k$";"72,5";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"09-2017";"k$";"67,6";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"10-2017";"k$";"65,7";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"11-2017";"k$";"62,2";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"12-2017";"k$";"65,9";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"01-2018";"k$";"68,1";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"02-2018";"k$";"65,8";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"03-2018";"k$";"79,9";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"04-2018";"k$";"72,7";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"05-2018";"k$";"72,8";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"06-2018";"k$";"67,5";""
"Frais de mise en marché du lait ";"Pénalité sur le lait canadien de qualité";"Québec";"07-2018";"k$";"63,9";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-1999";"k$";"770";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-1999";"k$";"452,3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-1999";"k$";"3,5";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-1999";"k$";"5";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-1999";"k$";"1,3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"06-1999";"k$";"1,8";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"07-1999";"k$";"1,3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"08-1999";"k$";"4,1";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"09-1999";"k$";"1,8";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"10-1999";"k$";"1";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"11-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"12-1999";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-2000";"k$";"695,6";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-2000";"k$";"398";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-2000";"k$";"3,3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-2000";"k$";"3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-2000";"k$";",3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"06-2000";"k$";",8";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"07-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"08-2000";"k$";"2,6";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"09-2000";"k$";"3,4";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"10-2000";"k$";"1,8";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"11-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"12-2000";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-2001";"k$";"701,1";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-2001";"k$";"415,5";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-2001";"k$";"2,3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-2001";"k$";"2";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-2001";"k$";"21,1";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"06-2001";"k$";",3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"07-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"08-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"09-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"10-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"11-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"12-2001";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-2002";"k$";"705,1";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-2002";"k$";"430,9";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-2002";"k$";"3,9";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-2002";"k$";"2,5";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-2002";"k$";"2";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"06-2002";"k$";",8";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"07-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"08-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"09-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"10-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"11-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"12-2002";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-2003";"k$";"654,4";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-2003";"k$";"412";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-2003";"k$";"2,3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-2003";"k$";"3,9";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-2003";"k$";"1,4";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"06-2003";"k$";"2,8";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"07-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"08-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"09-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"10-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"11-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"12-2003";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-2004";"k$";"861,8";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-2004";"k$";"550,4";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-2004";"k$";"3,1";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-2004";"k$";"5";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-2004";"k$";"2,5";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"06-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"07-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"08-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"09-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"10-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"11-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"12-2004";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-2005";"k$";"841,2";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-2005";"k$";"539,7";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-2005";"k$";"6,5";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-2005";"k$";"1,1";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"06-2005";"k$";"2";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"07-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"08-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"09-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"10-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"11-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"12-2005";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-2006";"k$";"891,6";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-2006";"k$";"583,1";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-2006";"k$";"5,3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"06-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"07-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"08-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"09-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"10-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"11-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"12-2006";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-2007";"k$";"945,4";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-2007";"k$";"618,1";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-2007";"k$";"4,3";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-2007";"k$";"4,6";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-2007";"k$";"2,2";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"06-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"07-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"08-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"09-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"10-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"11-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"12-2007";"k$";"";"..."
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"01-2008";"k$";"977,7";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"02-2008";"k$";"644,2";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"03-2008";"k$";"3,4";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"04-2008";"k$";"4,9";""
"Frais de mise en marché du lait ";"Cotisation UPA";"Québec";"05-2008";"k$";",9";""
