"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2010";"kg";"307166";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2010";"kg";"313829";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2010";"kg";"487269";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2010";"kg";"591293";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2010";"kg";"642522";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2011";"kg";"774234";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2011";"kg";"794057";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2011";"kg";"881948";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2011";"kg";"814564";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2011";"kg";"835287";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2011";"kg";"689270";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2011";"kg";"390755";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2011";"kg";"333821";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2011";"kg";"449131";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2011";"kg";"469330";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2011";"kg";"607741";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2011";"kg";"813493";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2012";"kg";"1008163";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2012";"kg";"964517";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2012";"kg";"1031213";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2012";"kg";"998608";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2012";"kg";"940251";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2012";"kg";"719432";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2012";"kg";"471768";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2012";"kg";"468482";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2012";"kg";"696163";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2012";"kg";"896068";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2012";"kg";"1054178";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2012";"kg";"1202029";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2013";"kg";"1235948";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2013";"kg";"1123818";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2013";"kg";"1198877";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2013";"kg";"1092753";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2013";"kg";"1022683";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2013";"kg";"758058";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2013";"kg";"451077";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2013";"kg";"579292";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2013";"kg";"748083";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2013";"kg";"844956";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2013";"kg";"935001";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2013";"kg";"893788";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2014";"kg";"955930";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2014";"kg";"870210";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2014";"kg";"975464";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2014";"kg";"904143";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2014";"kg";"847932";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2014";"kg";"695507";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2014";"kg";"574301";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2014";"kg";"710790";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2014";"kg";"854184";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2014";"kg";"952162";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2014";"kg";"1033322";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2014";"kg";"1119521";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2015";"kg";"1193391";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2015";"kg";"1154625";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2015";"kg";"1404455";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2015";"kg";"1445636";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2015";"kg";"1520077";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2015";"kg";"1411153";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2015";"kg";"1239763";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2015";"kg";"566469";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2015";"kg";"573254";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2015";"kg";"770185";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2015";"kg";"900315";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2015";"kg";"860789";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2016";"kg";"1048645";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2016";"kg";"683993";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2016";"kg";"728964";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2016";"kg";"707084";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2016";"kg";"628439";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2016";"kg";"356558";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2016";"kg";"-15382";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2016";"kg";"-95477";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2016";"kg";"26380";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2016";"kg";"315203";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2016";"kg";"200886";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2016";"kg";"186064";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2017";"kg";"422261";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2017";"kg";"53310";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2017";"kg";"154631";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2017";"kg";"119760";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2017";"kg";"44298";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2017";"kg";"-213966";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2017";"kg";"-1010728";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"08-2017";"kg";"-958820";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"09-2017";"kg";"-793477";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"10-2017";"kg";"-742954";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"11-2017";"kg";"-608911";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"12-2017";"kg";"-456345";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"01-2018";"kg";"-282649";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"02-2018";"kg";"-81319";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"03-2018";"kg";"21418";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"04-2018";"kg";"27065";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"05-2018";"kg";"57230";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"06-2018";"kg";"-132735";""
"Droit de production (matière grasse) ";"..Écart mensuel à la production";"Québec";"07-2018";"kg";"-331820";""
