"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";"";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2013";"k$";"197346,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2013";"k$";"190189,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2013";"k$";"200116,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2013";"k$";"187057,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2013";"k$";"199310,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2013";"k$";"192046,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2013";"k$";"194427,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2013";"k$";"197755,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2013";"k$";"185342,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2013";"k$";"202100,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2013";"k$";"198463,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2013";"k$";"200457,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2014";"k$";"198971,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2014";"k$";"184813";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2014";"k$";"207979,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2014";"k$";"202483,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2014";"k$";"205670,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2014";"k$";"199930,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2014";"k$";"200079,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2014";"k$";"201774,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2014";"k$";"187696";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2014";"k$";"204850,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2014";"k$";"202935,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2014";"k$";"205804,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2015";"k$";"198288,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2015";"k$";"182409,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2015";"k$";"208832,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2015";"k$";"194774,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2015";"k$";"200889,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2015";"k$";"193126,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2015";"k$";"187906,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2015";"k$";"190012,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2015";"k$";"188645,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2015";"k$";"201362,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2015";"k$";"199832,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2015";"k$";"202187,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2016";"k$";"197811,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2016";"k$";"188361,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2016";"k$";"206585,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2016";"k$";"199977,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2016";"k$";"207413,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2016";"k$";"197720,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2016";"k$";"188845,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2016";"k$";"203471,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2016";"k$";"197792";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2016";"k$";"209723,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2016";"k$";"209173,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2016";"k$";"222152,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2017";"k$";"211979,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2017";"k$";"198228,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2017";"k$";"220044,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2017";"k$";"204106";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2017";"k$";"217023,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2017";"k$";"209804";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2017";"k$";"209666,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"08-2017";"k$";"218949,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"09-2017";"k$";"207394,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"10-2017";"k$";"218388,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"11-2017";"k$";"212508,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"12-2017";"k$";"218369,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"01-2018";"k$";"219283,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"02-2018";"k$";"201428";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"03-2018";"k$";"220196";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"04-2018";"k$";"204676,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"05-2018";"k$";"218113,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"06-2018";"k$";"205266,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Total (Provenance)";"Québec";"07-2018";"k$";"206902,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-1999";"k$";"135404,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-1999";"k$";"126434,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-1999";"k$";"138322,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-1999";"k$";"136204,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-1999";"k$";"137056,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-1999";"k$";"126676,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-1999";"k$";"127827";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-1999";"k$";"131137,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-1999";"k$";"122055,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-1999";"k$";"132935,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-1999";"k$";"128718,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-1999";"k$";"136664,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2000";"k$";"132986,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2000";"k$";"133341,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2000";"k$";"144411,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2000";"k$";"139804,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2000";"k$";"141041,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2000";"k$";"142636,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2000";"k$";"130538,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2000";"k$";"136064,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2000";"k$";"135889,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2000";"k$";"138658,2";""
