"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";"";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2003";"k$";"57032,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2003";"k$";"53703,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2003";"k$";"56228,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2003";"k$";"57303,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2003";"k$";"55176,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2003";"k$";"59647,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2004";"k$";"62641,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2004";"k$";"57714,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2004";"k$";"63540,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2004";"k$";"62918,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2004";"k$";"64133,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2004";"k$";"63882,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2004";"k$";"58878";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2004";"k$";"59983";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2004";"k$";"59026,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2004";"k$";"60662,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2004";"k$";"82768";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2004";"k$";"87185";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2005";"k$";"88410";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2005";"k$";"87837,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2005";"k$";"94857,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2005";"k$";"90737,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2005";"k$";"92698,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2005";"k$";"90285,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2005";"k$";"84786,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2005";"k$";"85992,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2005";"k$";"84720,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2005";"k$";"89415,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2005";"k$";"88798,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2005";"k$";"92223,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2006";"k$";"94175,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2006";"k$";"83230,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2006";"k$";"92683,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2006";"k$";"87107,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2006";"k$";"90078,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2006";"k$";"85249,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2006";"k$";"81324,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2006";"k$";"84654,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2006";"k$";"84753,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2006";"k$";"88524,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2006";"k$";"86739,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2006";"k$";"88253,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2007";"k$";"89822,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2007";"k$";"82133,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2007";"k$";"89218,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2007";"k$";"89395,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2007";"k$";"92936,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2007";"k$";"89530,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2007";"k$";"90212,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2007";"k$";"91548,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2007";"k$";"86668,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2007";"k$";"90347,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2007";"k$";"88883,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2007";"k$";"90866";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2008";"k$";"92306,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2008";"k$";"88297,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2008";"k$";"92183,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2008";"k$";"90698,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2008";"k$";"91431,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2008";"k$";"88225,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2008";"k$";"85149,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2008";"k$";"85877,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2008";"k$";"85491,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2008";"k$";"88318,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2008";"k$";"87453,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2008";"k$";"91541,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2009";"k$";"95698,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2009";"k$";"84805,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2009";"k$";"92790,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2009";"k$";"90233,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2009";"k$";"94679,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2009";"k$";"90909,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2009";"k$";"91331,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2009";"k$";"89357,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2009";"k$";"88295";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2009";"k$";"92003,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2009";"k$";"88035";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2009";"k$";"92899,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2010";"k$";"95448,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2010";"k$";"86960,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2010";"k$";"92119,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2010";"k$";"93053,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2010";"k$";"95575,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2010";"k$";"90195,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2010";"k$";"88451,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2010";"k$";"90842,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2010";"k$";"89413,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2010";"k$";"94296,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2010";"k$";"91789,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2010";"k$";"96278,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2011";"k$";"97158";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2011";"k$";"89412,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2011";"k$";"99140,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2011";"k$";"95028,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2011";"k$";"97706,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2011";"k$";"93198,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2011";"k$";"93626,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2011";"k$";"93560,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2011";"k$";"90366,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2011";"k$";"94661,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2011";"k$";"93838,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2011";"k$";"97681,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2012";"k$";"100320,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2012";"k$";"94538,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2012";"k$";"99060,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2012";"k$";"94056,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2012";"k$";"96998";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2012";"k$";"91970,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2012";"k$";"91948,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2012";"k$";"92314,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2012";"k$";"91213,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2012";"k$";"95527,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2012";"k$";"95587,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2012";"k$";"99897,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2013";"k$";"99570";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2013";"k$";"92160,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2013";"k$";"98540,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2013";"k$";"94185,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2013";"k$";"95370,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2013";"k$";"91230,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2013";"k$";"93631,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2013";"k$";"95036,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2013";"k$";"92590,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2013";"k$";"97347,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2013";"k$";"95155,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2013";"k$";"97345,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2014";"k$";"95648,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2014";"k$";"88363,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2014";"k$";"100671,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2014";"k$";"96368,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2014";"k$";"98382,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2014";"k$";"95271,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2014";"k$";"96641,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2014";"k$";"97586,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2014";"k$";"96327";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2014";"k$";"103432,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2014";"k$";"101975,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2014";"k$";"102667,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2015";"k$";"103301,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2015";"k$";"93026,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2015";"k$";"102910,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2015";"k$";"102032,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2015";"k$";"106048,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2015";"k$";"100845,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2015";"k$";"100131,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2015";"k$";"101583,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2015";"k$";"96620,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2015";"k$";"104697,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2015";"k$";"103909";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2015";"k$";"107158,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2016";"k$";"109308,7";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2016";"k$";"107272,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2016";"k$";"114754";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2016";"k$";"114045,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2016";"k$";"113017,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2016";"k$";"106272,9";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2016";"k$";"109053,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2016";"k$";"108495,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2016";"k$";"110052";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2016";"k$";"115760,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2016";"k$";"113594,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2016";"k$";"118837,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2017";"k$";"121929,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2017";"k$";"112519,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2017";"k$";"125770,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2017";"k$";"121229,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2017";"k$";"124709,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2017";"k$";"115782";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2017";"k$";"117937,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"08-2017";"k$";"121842,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"09-2017";"k$";"118511,4";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"10-2017";"k$";"123127";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"11-2017";"k$";"121356,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"12-2017";"k$";"126088,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-2018";"k$";"128363,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-2018";"k$";"117266,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-2018";"k$";"130412,8";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"04-2018";"k$";"124457,3";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"05-2018";"k$";"128811";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"06-2018";"k$";"121667,6";""
"Recettes laitières ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Recettes en provenance du marché";"Québec";"07-2018";"k$";"120460,1";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"01-1999";"k$";"66752,5";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"02-1999";"k$";"63175,2";""
"Recettes laitières ";"Total (Type de production ou marché)";"Protéine";"..Montant brut";"Recettes en provenance du marché";"Québec";"03-1999";"k$";"67954,6";""
